Fall,College,Major_Name,Total,Female,Male,MFRatio,Caucasian,Asian American,African American,Hispanic,Native American
2005,Fine And Applied Arts,Architecture,203,88,114,1.3,128,17,8,14,1
2005,Fine And Applied Arts,Architectural Studies,534,226,308,1.36,400,49,15,33,0
2005,Las,Physics,296,38,258,6.79,147,16,2,4,0
2005,Fine And Applied Arts,Nondegree,83,18,65,3.61,9,2,1,0,0
2005,Education,Educational Policy Studies,135,94,41,0.44,32,10,37,28,6
2005,Education,Accountancy,1261,572,687,1.2,740,189,46,60,2
2005,Aces,Crop Sciences,149,51,97,1.9,114,5,2,4,0
2005,Aces,Natural Res & Env Sciences,94,46,48,1.04,64,6,1,0,0
2005,Aces,Human Development & Family St,216,202,13,0.06,177,12,13,10,0
2005,Aces,Food Science & Human Nutrition,440,331,109,0.33,313,57,18,13,0
2005,Aces,Nutritional Sciences,53,43,10,0.23,31,3,1,3,0
2005,Aces,Animal Sciences,598,435,163,0.37,510,24,11,22,0
2005,Aces,Agr & Consumer Economics,83,34,49,1.44,25,3,1,0,0
2005,Fine And Applied Arts,Industrial Design,98,51,47,0.92,64,18,2,6,0
2005,Aces,Natural Resrcs & Environ Sci,196,74,122,1.65,175,9,1,3,1
2005,Applied Health Sciences,Community Health,447,345,102,0.3,225,37,131,45,2
2005,Education,Ed Organization And Leadership,127,80,47,0.59,96,1,19,5,0
2005,Business,Finance,896,271,622,2.3,547,140,28,42,1
2005,Education,Early Childhood Education,60,58,2,0.03,48,5,0,4,1
2005,Education,Anthropology,207,135,72,0.53,135,7,9,29,2
2005,Education,Advertising,263,196,67,0.34,193,22,16,13,2
2005,Education,Actuarial Science,249,82,167,2.04,159,38,6,7,1
2005,Fine And Applied Arts,Nondegree,34,16,18,1.12,1,0,0,0,0
2005,Business,Curric Unassigned,363,142,220,1.55,250,47,18,23,1
2005,Applied Health Sciences,Kinesiology,658,397,261,0.66,535,24,36,35,4
2005,Business,Business Administration (Mba),238,67,171,2.55,90,20,12,5,2
2005,Business,Business Administration,952,462,490,1.06,566,113,58,63,1
2005,Applied Health Sciences,Speech & Hearing Science,298,285,13,0.05,250,11,12,9,0
2005,Applied Health Sciences,"Recreation, Sport, And Tourism ",36,14,22,1.57,32,0,1,2,0
2005,Fine And Applied Arts,Landscape Architecture,158,65,93,1.43,123,6,2,7,0
2005,Fine And Applied Arts,Instrumental Music,122,70,52,0.74,90,10,3,3,0
2005,Las,Physics,187,42,145,3.45,119,33,6,4,1
2005,Las,Sociology,472,316,156,0.49,198,33,142,69,2
2005,Las,Psychology,1376,995,381,0.38,883,148,120,123,2
2005,Las,Political Science,1064,419,642,1.53,728,88,98,99,6
2005,Las,Plant Biology,20,10,10,1,12,2,0,0,1
2005,Las,Philosophy,137,32,105,3.28,101,8,10,6,2
2005,Las,Statistics,77,33,44,1.33,30,9,5,3,0
2005,Fine And Applied Arts,Nondegree,130,60,68,1.13,44,5,1,2,0
2005,Las,Neuroscience,59,33,26,0.79,28,6,0,6,1
2005,Las,Molecular And Cellular Biology,794,469,324,0.69,495,191,36,34,2
2005,Las,Molecular & Integrative Physi,37,16,21,1.31,8,5,2,3,0
2005,Las,Microbiology,86,49,37,0.76,44,6,1,5,0
2005,Las,Mathematics,613,219,394,1.8,389,61,16,26,2
2005,Las,Teaching Of English Sec Lang,50,38,12,0.32,10,2,0,0,0
2005,Las,Linguistics,103,61,42,0.69,48,7,6,4,0
2005,Fine And Applied Arts,Music,277,154,123,0.8,149,22,4,7,0
2005,Ischool,Library & Information Science,247,179,68,0.38,179,14,10,7,0
2005,Vetmed,Veterinary Medicine,404,312,92,0.29,297,14,3,7,1
2005,Vetmed,Vms-Veterinary Clinical Medcne,27,15,12,0.8,11,1,1,0,0
2005,Social Work,Social Work,289,270,19,0.07,207,5,43,15,1
2005,Media,Journalism,31,20,11,0.55,24,1,2,0,0
2005,Law,Law,668,270,397,1.47,366,121,39,49,4
2005,Labor And Industrial Relations,Human Res & Industrial Rels,141,90,51,0.57,82,10,15,5,1
2005,Ln,Nondegree-Ce,86,57,29,0.51,57,7,7,7,1
2005,Las,Math & Computer Science,128,10,117,11.7,78,19,4,8,0
2005,Las,Spanish,318,221,97,0.44,182,16,19,65,1
2005,Las,Chemical Engineering,394,138,255,1.85,220,65,10,12,0
2005,Las,Biology,1069,573,495,0.86,654,235,56,48,3
2005,Las,Biochemistry,377,174,202,1.16,146,132,10,9,1
2005,Las,Atmospheric Sciences,37,11,26,2.36,19,1,0,1,0
2005,Las,Astronomy,72,29,43,1.48,38,3,3,4,0
2005,Fine And Applied Arts,Urban Planning,191,93,98,1.05,138,11,12,7,0
2005,Fine And Applied Arts,Theatre,199,105,94,0.9,167,1,11,7,1
2005,Fine And Applied Arts,Photography,33,22,11,0.5,30,3,0,0,0
2005,Fine And Applied Arts,Painting,48,32,16,0.5,41,3,1,2,0
2005,Fine And Applied Arts,Nondegree,29,13,16,1.23,12,1,1,0,0
2005,Las,Chemistry,760,311,449,1.44,492,106,39,34,0
2005,Fine And Applied Arts,Music Education,227,126,101,0.8,193,16,3,6,2
2005,Las,Comparative Literature,64,49,15,0.31,25,4,0,2,0
2005,Las,General Curriculum,3775,2070,1700,0.82,2313,465,457,345,14
2005,Las,Integrative Biology,251,138,113,0.82,192,36,0,13,0
2005,Las,History,693,275,417,1.52,554,30,37,35,1
2005,Las,Geology,93,34,59,1.74,67,2,0,7,1
2005,Las,Geography,82,25,57,2.28,50,3,4,8,0
2005,Las,French,102,73,29,0.4,74,3,4,6,0
2005,Business,Finance,162,45,117,2.6,110,28,2,11,1
2005,Las,Entomology,33,17,16,0.94,23,1,1,0,0
2005,Las,English,1058,724,333,0.46,777,80,87,69,3
2005,Las,Economics,861,209,652,3.12,410,139,27,37,1
2005,Las,E Asian Languages & Cultures,67,32,35,1.09,32,16,1,0,0
2004,Engineering,Engineering Physics,102,17,85,5,86,10,1,3,0
2004,Engineering,Engineering Mechanics,72,14,58,4.14,64,3,1,2,0
2004,Engineering,Electrical Engineering,1444,201,1243,6.18,517,416,27,27,2
2004,Engineering,Computer Science,1192,137,1053,7.69,616,214,14,28,0
2004,Engineering,Computer Engineering,636,48,588,12.25,357,149,20,30,0
2004,Engineering,Civil Engineering,757,158,599,3.79,450,55,12,36,3
2004,Engineering,Bioengineering,24,6,18,3,14,9,0,0,0
2004,Engineering,Aerospace Engineering,433,73,359,4.92,325,40,8,16,0
2004,Education,Special Education,150,134,16,0.12,111,5,8,3,0
2004,Education,Elementary Education,405,366,39,0.11,283,37,25,14,0
2004,Education,Educational Psychology,131,91,40,0.44,47,5,9,5,1
2004,Education,Educational Policy Studies,132,87,45,0.52,30,8,37,31,4
2004,Engineering,Environ Engr In Civil Engr,74,30,44,1.47,18,4,3,1,0
2004,Engineering,Industrial Engineering,92,33,59,1.79,56,9,0,3,0
2004,Fine And Applied Arts,Architecture,202,77,125,1.62,126,12,8,12,1
2004,Las,General Curriculum,147,101,45,0.45,106,19,4,8,1
2004,Fine And Applied Arts,Dance,71,61,10,0.16,56,1,5,3,1
2004,Fine And Applied Arts,Art And Design,45,22,23,1.05,35,4,2,0,1
2004,Fine And Applied Arts,Art Education,106,88,18,0.2,87,8,3,1,0
2004,Fine And Applied Arts,Architectural Studies,547,238,308,1.29,406,51,24,37,0
2004,Engineering,Materials Science & Engr,408,108,300,2.78,210,60,8,15,1
2004,Engineering,Theoretical & Applied Mechans,69,8,61,7.62,18,2,0,1,0
2004,Education,Ed Organization And Leadership,148,95,53,0.56,105,1,29,5,0
2004,Las,Physics,299,40,259,6.48,151,14,3,5,0
2004,Fine And Applied Arts,Nondegree,78,16,62,3.88,10,4,0,0,0
2004,Engineering,Mechanical Engineering,1014,115,899,7.82,686,124,14,44,4
2004,Education,Early Childhood Education,68,65,3,0.05,51,9,2,4,1
2004,Fine And Applied Arts,Nondegree,20,14,6,0.43,2,0,0,0,0
2004,Aces,Natural Resrcs & Environ Sci,202,88,114,1.3,179,10,2,4,0
2004,Aces,Natural Res & Env Sciences,115,54,61,1.13,74,5,1,2,0
2004,Aces,Human Development & Family St,193,183,10,0.05,153,11,12,13,1
2004,Aces,Food Science & Human Nutrition,413,318,95,0.3,311,41,13,10,0
2004,Applied Health Sciences,Community Health,375,298,77,0.26,191,26,117,33,3
2004,Aces,Crop Sciences,154,48,105,2.19,116,3,3,2,0
2004,Aces,Animal Sciences,594,433,161,0.37,519,22,9,17,0
2004,Aces,Nutritional Sciences,55,44,11,0.25,29,4,3,5,0
2004,Applied Health Sciences,Kinesiology,597,382,215,0.56,491,25,28,27,1
2004,Business,Finance,893,302,591,1.96,528,149,24,40,1
2004,Education,Anthropology,191,131,60,0.46,125,4,13,21,2
2004,Education,Advertising,267,206,61,0.3,189,31,16,12,0
2004,Education,Actuarial Science,232,80,152,1.9,141,41,8,7,1
2004,Education,Accountancy,1201,559,641,1.15,725,219,36,44,3
2004,Aces,Agr & Consumer Economics,85,35,50,1.43,26,2,0,0,0
2004,Fine And Applied Arts,Nondegree,33,12,21,1.75,2,0,1,0,0
2004,Las,Economics,30,10,20,2,19,8,0,0,0
2004,Business,Curric Unassigned,385,144,241,1.67,269,43,17,29,1
2004,Business,Business Administration (Mba),305,80,225,2.81,114,23,10,4,0
2004,Business,Business Administration,860,426,434,1.02,533,102,40,53,1
2004,Applied Health Sciences,Speech & Hearing Science,291,278,13,0.05,241,13,11,13,0
2004,Fine And Applied Arts,Graphic Design,88,59,29,0.49,56,13,4,4,0
2004,Fine And Applied Arts,Music,20,6,14,2.33,17,1,1,0,0
2004,Fine And Applied Arts,Industrial Design,85,42,43,1.02,55,19,0,4,0
2004,Las,Philosophy,137,31,106,3.42,107,11,9,4,0
2004,Las,Sociology,341,227,114,0.5,151,26,89,45,4
2004,Las,Psychology,1361,988,373,0.38,880,146,121,121,4
2004,Las,Political Science,939,380,558,1.47,638,85,86,89,1
2004,Las,Physics,190,45,145,3.22,134,21,6,3,3
2004,Fine And Applied Arts,Nondegree,138,83,55,0.66,54,11,3,2,0
2004,Las,Statistics,64,29,35,1.21,27,8,3,0,0
2004,Las,Neuroscience,61,31,30,0.97,30,5,1,3,0
2004,Las,Molecular And Cellular Biology,690,397,293,0.74,430,169,31,29,4
2004,Las,Molecular & Integrative Physi,43,16,27,1.69,15,7,1,2,1
2004,Las,Microbiology,77,46,31,0.67,42,8,1,4,0
2004,Las,Mathematics,624,222,402,1.81,385,68,22,27,1
2004,Las,Math & Computer Science,159,20,138,6.9,98,24,3,8,1
2004,Las,Teaching Of English Sec Lang,56,43,13,0.3,14,6,1,0,0
2004,Fine And Applied Arts,Instrumental Music,112,57,55,0.96,78,14,4,4,0
2004,Ischool,Library & Information Science,267,188,79,0.42,184,14,10,12,2
2004,Vetmed,Veterinary Medicine,397,308,89,0.29,337,15,2,6,0
2004,Vetmed,Vms-Veterinary Clinical Medcne,29,11,18,1.64,14,1,0,0,0
2004,Social Work,Social Work,297,267,30,0.11,226,3,39,10,1
2004,Media,Journalism,33,24,9,0.38,24,1,2,1,0
2004,Law,Law,708,300,406,1.35,401,111,51,50,4
2004,Labor And Industrial Relations,Human Res & Industrial Rels,149,93,56,0.6,96,8,16,2,0
2004,Ln,Nondegree-Ce,65,45,18,0.4,44,9,5,0,2
2004,Las,Linguistics,97,60,37,0.62,40,7,4,0,0
2004,Las,Spanish,294,201,92,0.46,165,13,13,62,2
2004,Las,Chemical Engineering,417,135,282,2.09,237,69,12,9,1
2004,Las,Biology,1209,679,528,0.78,776,231,65,61,2
2004,Las,Biochemistry,329,166,162,0.98,147,106,9,6,0
2004,Las,Atmospheric Sciences,41,13,28,2.15,20,1,0,1,0
2004,Las,Astronomy,70,34,36,1.06,36,2,3,2,0
2004,Fine And Applied Arts,Voice,26,21,5,0.24,18,3,2,1,0
2004,Fine And Applied Arts,Urban Planning,174,85,89,1.05,124,9,13,4,1
2004,Fine And Applied Arts,Theatre,202,105,97,0.92,167,3,13,4,1
2004,Fine And Applied Arts,Photography,21,16,5,0.31,17,1,1,1,0
2004,Fine And Applied Arts,Painting,48,28,20,0.71,39,4,2,1,0
2004,Fine And Applied Arts,Nondegree,29,13,16,1.23,6,2,1,0,0
2004,Fine And Applied Arts,Music Education,208,126,82,0.65,184,9,3,5,1
2004,Fine And Applied Arts,Music,249,147,102,0.69,137,18,1,5,0
2004,Las,Integrative Biology,188,106,82,0.77,149,23,3,8,0
2004,Fine And Applied Arts,Landscape Architecture,166,84,82,0.98,132,3,4,5,0
2004,Las,Chemistry,694,307,387,1.26,452,92,31,28,1
2004,Las,Entomology,32,15,17,1.13,22,1,1,0,0
2004,Las,History,671,249,422,1.69,535,32,37,37,1
2004,Las,Geology,78,29,49,1.69,52,6,0,5,1
2004,Las,Geography,75,27,48,1.78,54,3,0,2,0
2004,Las,French,95,73,22,0.3,58,4,3,10,0
2004,Business,Finance,217,59,158,2.68,146,40,3,15,0
2004,Las,General Curriculum,3539,1985,1549,0.78,2047,392,537,414,18
2004,Las,English,1019,683,336,0.49,740,79,101,58,1
2004,Las,Economics,742,191,551,2.88,341,112,24,48,0
2004,Las,E Asian Languages & Cultures,57,34,22,0.65,25,12,1,0,0
2004,Las,Creative Writing,24,10,14,1.4,21,2,0,1,0
2004,Las,Comparative Literature,48,34,14,0.41,16,4,1,4,0
2003,Education,Early Childhood Education,63,60,3,0.05,48,6,2,7,0
2003,Fine And Applied Arts,Theatre,128,64,64,1,94,0,11,6,1
2003,Engineering,Computer Science,477,85,392,4.61,139,44,5,1,1
2003,Business,Finance,925,285,640,2.25,570,146,19,48,1
2003,Las,Economics,223,63,160,2.54,52,20,1,2,1
2003,Education,Ed Organization And Leadership,165,90,75,0.83,109,2,32,2,0
2003,Engineering,Civil Engineering,795,169,626,3.7,473,47,17,31,1
2003,Education,Educational Psychology,136,90,46,0.51,55,1,5,5,1
2003,Engineering,Industrial Engineering,91,29,62,2.14,48,10,2,4,0
2003,Engineering,Electrical Engineering,1423,220,1203,5.47,525,377,23,34,2
2003,Engineering,Computer Science,780,84,696,8.29,476,194,20,22,1
2003,Education,Elementary Education,309,277,32,0.12,237,31,19,18,0
2003,Engineering,Computer Engineering,756,73,683,9.36,411,198,35,41,0
2003,Engineering,Aerospace Engineering,417,74,343,4.64,301,43,7,19,0
2003,Education,Special Education,134,118,16,0.14,107,2,3,1,0
2003,Business,Business Administration,1152,522,630,1.21,650,129,61,55,1
2003,Aces,Agr & Consumer Economics,360,116,244,2.1,261,10,16,6,2
2003,Education,Accountancy,1231,601,630,1.05,743,190,35,49,2
2003,Aces,Food Science & Human Nutrition,391,282,109,0.39,287,37,17,7,0
2003,Aces,Crop Sciences,145,51,94,1.84,112,2,2,2,0
2003,Aces,Animal Sciences,571,413,158,0.38,495,16,10,16,0
2003,Engineering,Mechanical Engineering,954,109,845,7.75,638,101,13,37,3
2003,Aces,Natural Res & Env Sciences,67,25,42,1.68,57,2,0,2,1
2003,Aces,Natural Resrcs & Environ Sci,137,56,81,1.45,88,2,0,3,0
2003,Applied Health Sciences,Community Health,101,75,26,0.35,69,12,14,4,1
2003,Applied Health Sciences,"Recreation, Sport, And Tourism ",34,20,14,0.7,25,0,6,2,1
2003,Applied Health Sciences,Kinesiology,544,343,201,0.59,440,23,26,26,1
2003,Aces,Nutritional Sciences,44,35,9,0.26,19,4,2,4,1
2003,Las,Teaching Of English Sec Lang,60,48,12,0.25,20,6,1,0,0
2003,Las,Statistics,27,17,10,0.59,4,0,0,0,0
2003,Applied Health Sciences,Speech & Hearing Science,285,270,15,0.06,239,14,9,9,1
2003,Las,Spanish,58,36,22,0.61,12,0,1,3,0
2003,Applied Health Sciences,"Recreation, Sport, And Tourism ",153,36,117,3.25,117,1,26,3,0
2003,Las,Physics,350,52,298,5.73,194,22,0,6,1
2003,Engineering,Materials Science & Engr,158,50,108,2.16,55,15,1,6,0
2003,Las,Entomology,38,16,22,1.38,25,1,1,0,0
2003,Las,Political Science,44,16,28,1.75,25,4,2,0,0
2003,Las,Plant Biology,22,11,11,1,11,1,0,0,0
2003,Las,Philosophy,39,6,33,5.5,33,0,1,1,0
2003,Las,Neuroscience,53,21,32,1.52,26,6,0,3,0
2003,Las,Molecular And Cellular Biology,22,9,13,1.44,11,3,1,2,0
2003,Las,Molecular & Integrative Physi,40,14,26,1.86,9,6,1,3,0
2003,Las,Microbiology,60,37,23,0.62,32,4,1,2,0
2003,Las,Mathematics,165,35,130,3.71,51,9,0,3,0
2003,Las,Linguistics,71,46,25,0.54,12,3,1,1,0
2003,Las,History,99,43,56,1.3,62,2,6,3,0
2003,Las,Geology,46,18,28,1.56,23,3,0,0,0
2003,Las,Geography,40,20,20,1,22,1,1,1,0
2003,Las,Psychology,193,124,69,0.56,96,20,7,12,0
2003,Las,Sociology,47,24,23,0.96,17,0,1,4,0
2003,Media,Journalism,29,21,8,0.38,20,2,2,0,0
2003,Vetmed,Veterinary Medicine,403,314,89,0.28,356,8,3,7,0
2003,Vetmed,Vms-Veterinary Clinical Medcne,36,16,20,1.25,20,2,0,0,0
2003,Social Work,Social Work,299,267,32,0.12,208,2,32,12,2
2003,Las,Communication,54,31,23,0.74,22,4,2,7,0
2003,Education,Advertising,313,234,79,0.34,214,33,18,15,0
2003,Law,Law,694,312,382,1.22,412,83,59,41,1
2003,Las,French,28,24,4,0.17,16,0,0,0,0
2003,Ischool,Library & Information Science,315,215,100,0.47,203,17,15,12,2
2003,Las,English,128,76,52,0.68,97,2,10,2,0
2003,Fine And Applied Arts,Music,148,88,60,0.68,91,13,3,3,1
2003,Fine And Applied Arts,Landscape Architecture,153,76,77,1.01,118,5,3,4,0
2003,Fine And Applied Arts,Industrial Design,75,44,31,0.7,48,16,1,5,0
2003,Fine And Applied Arts,Dance,64,56,8,0.14,46,1,5,4,1
2003,Fine And Applied Arts,Art And Design,297,199,98,0.49,230,21,7,16,0
2003,Fine And Applied Arts,Art Education,98,82,16,0.2,66,17,1,4,0
2003,Fine And Applied Arts,Architecture,227,80,147,1.84,144,11,7,7,0
2003,Fine And Applied Arts,Architectural Studies,529,229,300,1.31,406,37,24,36,2
2003,Engineering,Theoretical & Applied Mechans,66,7,59,8.43,18,1,0,1,0
2003,Las,E Asian Languages & Cultures,23,16,7,0.44,2,1,0,0,0
2003,Fine And Applied Arts,Music Education,220,136,84,0.62,196,8,3,4,0
2003,Fine And Applied Arts,Graphic Design,81,59,22,0.37,52,12,4,4,0
2003,Las,Biochemistry,81,34,47,1.38,35,12,2,2,0
2003,Fine And Applied Arts,Theatre,42,22,20,0.91,36,2,0,1,0
2003,Las,Comparative Literature,24,19,5,0.26,9,2,0,2,0
2003,Las,Chemistry,391,147,244,1.66,276,20,6,4,0
2003,Las,Chemical Engineering,413,119,294,2.47,235,74,10,11,0
2003,Las,Biology,840,474,366,0.77,525,158,53,45,2
2003,Las,Creative Writing,23,11,12,1.09,18,2,0,1,0
2003,Las,Atmospheric Sciences,41,15,26,1.73,18,0,0,1,0
2003,Las,Astronomy,26,10,16,1.6,6,0,0,0,0
2003,Education,Anthropology,68,44,24,0.55,33,0,2,7,1
2003,Fine And Applied Arts,Urban Planning,172,73,99,1.36,125,5,11,6,1
2002,Fine And Applied Arts,Theatre,114,63,51,0.81,80,0,13,6,0
2002,Education,Early Childhood Education,60,55,5,0.09,52,2,1,5,0
2002,Engineering,Computer Science,474,87,387,4.45,132,39,2,2,2
2002,Business,Finance,1016,343,673,1.96,625,151,32,45,2
2002,Aces,Agr & Consumer Economics,352,109,243,2.23,264,14,13,2,0
2002,Education,Ed Organization And Leadership,126,74,52,0.7,88,2,19,2,0
2002,Education,Educational Psychology,114,73,41,0.56,43,1,4,4,0
2002,Education,Elementary Education,333,300,33,0.11,263,33,18,16,0
2002,Business,Business Administration,1291,550,741,1.35,740,168,63,58,1
2002,Engineering,Industrial Engineering,108,32,76,2.38,51,16,4,6,0
2002,Engineering,Electrical Engineering,1298,210,1088,5.18,509,341,17,39,2
2002,Engineering,Computer Science,874,91,783,8.6,527,222,28,25,1
2002,Engineering,Computer Engineering,825,87,738,8.48,424,241,42,48,1
2002,Engineering,Civil Engineering,793,167,626,3.75,471,37,18,33,1
2002,Engineering,Aerospace Engineering,428,79,349,4.42,306,42,5,18,0
2002,Education,Special Education,131,116,15,0.13,94,2,5,2,0
2002,Aces,Natural Resrcs & Environ Sci,143,65,78,1.2,93,3,0,2,0
2002,Education,Accountancy,1139,566,573,1.01,707,156,33,51,1
2002,Aces,Food Science & Human Nutrition,376,281,95,0.34,292,32,13,5,0
2002,Aces,Crop Sciences,153,61,92,1.51,114,2,3,0,0
2002,Aces,Animal Sciences,595,429,166,0.39,519,14,14,14,0
2002,Engineering,Mechanical Engineering,888,86,802,9.33,592,90,14,43,1
2002,Applied Health Sciences,Community Health,85,59,26,0.44,62,14,5,3,0
2002,Applied Health Sciences,"Recreation, Sport, And Tourism ",42,29,13,0.45,34,0,5,2,0
2002,Applied Health Sciences,Kinesiology,516,308,208,0.68,420,26,22,18,1
2002,Las,Teaching Of English Sec Lang,53,42,11,0.26,24,5,0,0,0
2002,Las,Statistics,27,18,9,0.5,5,0,0,0,0
2002,Applied Health Sciences,Speech & Hearing Science,280,267,13,0.05,235,8,9,12,1
2002,Las,Spanish,64,41,23,0.56,12,0,1,6,0
2002,Applied Health Sciences,"Recreation, Sport, And Tourism ",166,40,126,3.15,126,2,25,6,0
2002,Las,Physics,310,42,268,6.38,178,18,0,5,1
2002,Aces,Nutritional Sciences,35,27,8,0.3,17,3,2,3,2
2002,Engineering,Materials Science & Engr,142,36,106,2.94,50,10,1,2,0
2002,Las,Economics,224,65,159,2.45,55,14,1,2,1
2002,Las,French,30,24,6,0.25,15,0,0,0,0
2002,Las,Psychology,174,112,62,0.55,99,15,7,6,0
2002,Las,Political Science,40,16,24,1.5,23,1,4,0,0
2002,Las,Plant Biology,28,17,11,0.65,13,1,0,0,0
2002,Las,Philosophy,37,6,31,5.17,33,0,1,0,0
2002,Las,Neuroscience,46,19,27,1.42,27,4,0,1,0
2002,Las,Molecular & Integrative Physi,35,12,23,1.92,8,6,1,1,0
2002,Las,Microbiology,52,27,25,0.93,30,1,1,2,0
2002,Las,Mathematics,175,38,137,3.61,48,10,0,1,0
2002,Las,Linguistics,67,43,24,0.56,13,2,0,1,0
2002,Las,History,101,42,59,1.4,69,3,5,3,0
2002,Las,Geology,45,18,27,1.5,26,3,0,0,0
2002,Las,Geography,30,17,13,0.76,15,0,1,1,0
2002,Las,Sociology,47,25,22,0.88,16,0,1,3,0
2002,Engineering,Theoretical & Applied Mechans,60,6,54,9,15,1,0,1,0
2002,Vetmed,Veterinary Medicine,405,308,97,0.31,2,4,7,363,5
2002,Vetmed,Vms-Veterinary Clinical Medcne,30,14,16,1.14,10,0,1,18,0
2002,Social Work,Social Work,285,244,41,0.17,15,15,1,181,27
2002,Media,Journalism,30,24,6,0.25,20,2,3,0,0
2002,Las,Communication,49,27,22,0.81,20,4,2,5,0
2002,Education,Advertising,311,238,73,0.31,232,25,19,12,0
2002,Law,Law,686,296,390,1.32,43,42,59,417,55
2002,Ischool,Library & Information Science,337,249,88,0.35,216,8,15,9,2
2002,Las,Entomology,36,12,24,2,25,0,3,0,0
2002,Fine And Applied Arts,Music Education,248,153,95,0.62,206,14,6,6,0
2002,Fine And Applied Arts,Music,141,81,60,0.74,85,12,4,6,1
2002,Fine And Applied Arts,Landscape Architecture,154,69,85,1.23,111,6,5,2,0
2002,Fine And Applied Arts,Industrial Design,75,36,39,1.08,48,18,2,6,0
2002,Fine And Applied Arts,Graphic Design,90,59,31,0.53,67,12,2,2,0
2002,Fine And Applied Arts,Dance,68,61,7,0.11,48,1,6,5,1
2002,Fine And Applied Arts,Art And Design,297,195,102,0.52,207,37,11,20,0
2002,Fine And Applied Arts,Art Education,98,84,14,0.17,69,11,2,3,0
2002,Fine And Applied Arts,Architecture,212,77,135,1.75,135,10,3,4,0
2002,Las,English,129,79,50,0.63,95,3,11,1,0
2002,Fine And Applied Arts,Architectural Studies,513,208,305,1.47,387,35,27,37,3
2002,Fine And Applied Arts,Theatre,46,25,21,0.84,44,1,0,0,0
2002,Las,Biology,762,450,312,0.69,480,148,37,55,1
2002,Las,E Asian Languages & Cultures,26,18,8,0.44,3,0,0,0,0
2002,Las,Comparative Literature,28,25,3,0.12,11,2,0,1,0
2002,Las,Chemistry,370,133,237,1.78,256,21,8,3,0
2002,Las,Chemical Engineering,397,115,282,2.45,233,77,9,11,0
2002,Las,Biochemistry,80,31,49,1.58,35,12,1,3,0
2002,Las,Atmospheric Sciences,37,14,23,1.64,14,0,0,1,0
2002,Las,Astronomy,29,10,19,1.9,8,1,0,0,0
2002,Education,Anthropology,63,39,24,0.62,34,0,1,6,0
2002,Education,Actuarial Science,21,12,9,0.75,1,0,0,0,0
2002,Fine And Applied Arts,Urban Planning,162,64,98,1.53,108,7,13,5,1
2001,Education,Early Childhood Education,59,55,4,0.07,51,3,1,3,0
2001,Fine And Applied Arts,Theatre,97,50,47,0.94,78,0,9,3,0
2001,Business,Finance,1026,358,668,1.87,655,135,45,46,2
2001,Las,Economics,252,90,162,1.8,66,9,2,6,1
2001,Education,Ed Organization And Leadership,115,59,56,0.95,74,2,21,1,0
2001,Engineering,Civil Engineering,776,169,607,3.59,503,46,14,32,1
2001,Education,Educational Psychology,100,71,29,0.41,39,2,3,3,0
2001,Engineering,Industrial Engineering,115,37,78,2.11,57,17,7,6,0
2001,Engineering,Electrical Engineering,1205,188,1017,5.41,518,283,22,33,3
2001,Education,Elementary Education,319,292,27,0.09,264,32,9,11,0
2001,Engineering,Computer Science,884,95,789,8.31,542,218,31,28,3
2001,Engineering,Computer Engineering,847,79,768,9.72,436,251,43,50,0
2001,Engineering,Aerospace Engineering,412,68,344,5.06,291,38,6,21,1
2001,Education,Special Education,130,115,15,0.13,94,4,2,1,0
2001,Aces,Nutritional Sciences,34,24,10,0.42,17,2,0,3,1
2001,Business,Business Administration,1428,617,811,1.31,783,209,72,63,2
2001,Education,Accountancy,1001,514,487,0.95,624,130,36,46,1
2001,Aces,Food Science & Human Nutrition,362,269,93,0.35,277,35,12,5,1
2001,Aces,Crop Sciences,153,59,94,1.59,121,4,2,0,0
2001,Aces,Animal Sciences,592,430,162,0.38,521,10,15,16,1
2001,Aces,Agr & Consumer Economics,326,103,223,2.17,242,8,13,0,1
2001,Engineering,Mechanical Engineering,918,86,832,9.67,625,96,17,37,1
2001,Applied Health Sciences,Community Health,93,67,26,0.39,75,10,1,3,0
2001,Applied Health Sciences,"Recreation, Sport, And Tourism ",33,21,12,0.57,25,0,5,1,0
2001,Applied Health Sciences,Kinesiology,486,294,192,0.65,401,29,17,16,1
2001,Aces,Natural Resrcs & Environ Sci,133,59,74,1.25,85,2,0,3,0
2001,Las,Teaching Of English Sec Lang,64,44,20,0.45,28,4,0,0,0
2001,Las,Statistics,21,14,7,0.5,5,0,0,0,0
2001,Applied Health Sciences,Speech & Hearing Science,248,241,7,0.03,213,3,10,9,1
2001,Las,Spanish,53,34,19,0.56,13,0,0,9,0
2001,Applied Health Sciences,"Recreation, Sport, And Tourism ",106,25,81,3.24,79,2,18,3,0
2001,Las,Physics,307,40,267,6.68,177,16,0,7,1
2001,Engineering,Materials Science & Engr,135,35,100,2.86,48,5,1,4,1
2001,Engineering,Computer Science,437,76,361,4.75,111,37,1,1,2
2001,Las,Neuroscience,42,15,27,1.8,27,1,1,1,0
2001,Las,Psychology,152,89,63,0.71,86,11,9,4,0
2001,Las,Political Science,36,13,23,1.77,25,1,4,0,0
2001,Las,Plant Biology,27,13,14,1.08,12,1,0,0,0
2001,Las,Philosophy,37,5,32,6.4,34,0,0,0,0
2001,Las,Molecular & Integrative Physi,40,15,25,1.67,13,7,1,1,0
